title|artist|year|location|duration|tempo|loudness|artist_hotness|song_hotness
"Then He Said_ ""Sing"|Ivan Parker|0|Tennessee|207.90812|91.964|-9.826|0.31|0.28
Overture (Genesis & Job)|Don Francisco|0|Colorado|311.2224|68.537|-16.294|0.37|0.0
Leaders Of Men|Joy Division|1978||141.08689|150.04|-6.021|0.58|nan
Le Precipice|Daara J|0||261.61587|91.005|-7.727|0.3|0.32
Ten Thousand Angels|Mindy McCready|1996|Fort Meyers, FL|231.83628|100.881|-6.156|0.43|nan
Monkey Faced Woman|Otis Spann|0|Jackson, MS|298.55302|89.518|-24.81|0.37|0.0
Standing In The Darkness|Alias|0|Georgia|274.15465|140.449|-10.377|0.42|0.35
Baby_ I'm Your Man|Kevin Max|2008|LOS ANGELES, CALIFORNIA|219.01016|88.002|-6.968|0.39|0.6
Class Clown/Good Old Days (Reprise)|Owsley|1999|Tennessee|348.02893|95.787|-8.022|0.38|0.0
Gammer Gerten's Needle|Deep Blue Something|1995||199.3922|158.244|-7.335|0.41|nan
La Panadera|Pedro Laza Y Sus Pelayeros|0||157.93587|83.469|-7.5|0.29|nan
Leave My Kitten Alone|Little Willie John|1991|Cullendale, AR|147.25179|105.653|-10.978|0.35|0.46
Strange Way To Save The World|4Him|2000||270.28853|120.077|-12.922|0.45|nan
Caught - Special Way|Freedom|0|Florida|245.49832|163.136|-12.231|0.31|nan
That's Not the Way Love's Supposed to Be|Tora Tora|0|Memphis, TN|248.16281|110.494|-11.476|0.37|0.3
Second Chance|The Sterns|0|Brighton, MA|162.82077|188.481|-4.553|0.37|nan
All About Our Love|Sade|2000|Ibadan, Nigeria|160.62649|161.991|-8.211|0.52|0.64
This Is Not A Love Song|Public Image Ltd|1983|London, England|251.50649|127.369|-10.347|0.42|0.87
Pack Your Bags (Remix by Ralphi Rosario)|Leana|0|California - LA|228.15302|130.923|-5.705|0.35|0.27
De Tha Kano Piso|Konstantinos Galanos|0||219.71546|126.941|-4.767|0.26|nan
I Know A Place|Joe Bonamassa|2010||258.7424|75.064|-7.355|0.51|0.81
The Bells Of Rhymney|Roger McGuinn|0|Chicago, IL|264.69832|83.897|-16.326|0.42|0.0
I Got My Discharge Papers|Big Joe Turner|0|Kansas City, MO|159.16363|84.907|-11.261|0.36|0.0
You are the summer|Gloria|0|BG|218.122|84.978|-6.47|0.44|0.0
Je Marche Seul (Version Longue)|Jean-Jacques Goldman|0|Paris, France|358.60853|133.058|-6.663|0.45|0.0
Hootchie Cootchie Man|Rocky Hill|0|DE|339.51302|93.162|-6.295|0.2|nan
Mind On|Ashes to Ashes|0|NORWAY|191.92118|120.986|-9.988|0.36|nan
The Letter That Johnny Walker Read|Asleep At The Wheel|2002|Paw Paw, WV|238.21016|122.166|-9.02|0.46|0.58
Dr Kaotica|Organ Donors|0|United States|455.44444|134.07|-3.277|0.42|0.0
Long Way 2 Go [Friscia & Lamboy Club]|Cassie|0|New London, CT|490.86649|82.005|-5.007|0.48|0.22
Just My Imagination|Cornell Campbell|0|Jamaica|166.55628|88.843|-8.85|0.38|nan
Merry-Go-Round|Mötley Crüe|1981|Los Angeles, California|201.40363|121.691|-7.606|0.5|0.62
Sunshine Anchorman Medley|Jonathan Edwards / Will Ferrell|0|Aitkin, MN|159.58159|83.985|-8.863|0.4|0.45
Lovin' You|Minnie Riperton|1974||224.67873|122.832|-13.895|0.38|nan
Young Riders|Hot Boys|0||227.94404|93.859|-6.221|0.37|0.41
I'm That Type Of Ni**a|The Pharcyde|0|Los Angeles, CA|315.97669|104.357|-6.823|0.51|nan
A Dustland Fairytale|The Killers|2008||225.12281|134.734|-4.808|0.83|0.76
Intro|Tha Liks|2001||43.2322|97.067|-12.577|0.0|nan
Somebody Sweet|John D. Loudermilk|0|Durham, NC|113.81506|87.714|-10.955|0.29|0.0
Die Romantic [Live]|Aiden|0|Seattle, Washington|241.03138|125.653|-7.561|0.5|0.47
Why can't we live together|Sin Plomo|0||444.49914|127.955|-9.539|0.29|nan
Daybreak|Winterlight|0||328.6722|99.998|-7.437|0.31|0.0
Crayon Sharpener|themselves|2003|Oakland CA|271.43791|167.885|-13.017|0.43|0.43
Does It Float|Dinosaur Jr.|1985|Amherst, MA|198.53016|185.452|-5.233|0.55|0.59
Give U My Heart|Toni Braxton Featuring Babyface|2003|Severn, MD|240.61342|103.832|-4.225|0.56|0.32
My Way (Alternate Studio Version)|The Sex Pistols|0||176.5873|89.607|-8.016|0.55|nan
Along Comes Mary|Cal Tjader|0|St. Louis, MO|199.75791|143.764|-16.603|0.37|0.41
The Storm|Lloyd Spiegel|0||188.70812|113.397|-8.635|0.27|nan
Sentimental Man|Winston Reedy|0||193.72363|118.123|-12.087|0.29|nan
God Don't Never Change|Blind Willie Johnson|1989|Marlin, TX|172.25098|95.677|-16.159|0.4|nan
Dark End Of The Street|Diamanda Galas|0|San Diego, CA|162.95138|162.133|-12.673|0.36|0.32
Zydeco In D-Minor|"Myrick ""Freeze"" Guillory"|0||300.82567|137.663|-12.574|0.22|0.0
The Wonderful World Of The Young|Danny Williams|1998|Port Elizabeth, South Africa|168.01914|77.072|-14.517|0.41|0.33
The Hanged Man|Moonspell|1998|Portugal|386.19383|140.185|-8.087|0.5|0.59
The Forgotten Lands|David Arkenstone|1996|Tennessee|314.5922|141.975|-14.881|0.43|0.36
One the road (to Damnation)|It Dies Today|2006|Buffalo, NY|179.40853|98.377|-4.027|0.51|nan
Down In Dixie|Grandpa Jones|0|Niagra, KY|141.73995|119.271|-11.756|0.33|0.0
Harboring An Apparition|Mouth Of The Architect|2006|Dayton, OH|475.21914|124.562|-8.316|0.47|0.69
Shattered Life|Seventh Day Slumber|2005||209.73669|150.575|-5.324|0.51|0.78
Munster Song (Best of 2009)|Mario Rosenstock|0||187.14077|90.05|-8.065|0.05|nan
Spend the Night featuring Rock Money and Paul Law|Tech N9ne|0|BAKERSFIELD, California|260.38812|106.644|-3.8|0.5|nan
Gutes Mädchen|Hassan Annouri|0||259.26485|96.043|-7.409|0.36|nan
In Your Dreams|Justo Almario|1995|California - LA|243.43465|216.557|-8.864|0.41|0.37
I Woke Up One Morning And I Could Hardly See|Sonny Terry / Brownie McGhee|0|Greensboro, NC|343.84934|100.82|-17.431|0.35|nan
Patience|Guns N' Roses|1988||402.36363|122.838|-5.454|0.71|0.5
Night Falls (The Weight Of It)|Strata|2007|Campbell, CA|201.27302|125.562|-3.892|0.48|0.76
Violet Heart Box|Willie Isz|2009||338.72934|83.573|-6.988|0.4|0.39
The World Is Waiting For The Sunrise|Bob Crosby|0||173.73995|119.763|-10.713|0.39|0.41
Follow The Light|Dungeon Family|0|Atlanta, GA|264.6722|117.004|-7.228|0.38|nan
Maybe You'll Love Me Too|Jazz Gillum|0|Indianola, MS|191.86893|98.563|-16.83|0.28|nan
Let it go Interlude|PMD|0|Long Island, NY|44.2771|70.123|-20.656|0.4|nan
The Little Stack Of Barley / Cronin's Hornpipe|Séamus Ennis|0|Finglas, Ireland|249.73016|162.356|-16.808|0.31|nan
It Hurts Me Too|Jeremy Spencer|2006|West Hartlepool, England|289.77587|92.433|-11.992|0.21|0.0
Cocoricó (Abertura)|Hélio Ziskind|0||60.70812|200.617|-7.063|0.0|0.23
The Star-Spangled Banner (1998 Digital Remaster)|Felix Slatkin/Concert Arts Symphonic Band|0|St. Louis, MO|108.35546|92.499|-16.154|0.29|nan
Sebastian|Daylight Torn|0||225.07057|135.91|-6.742|0.24|nan
Vulture 4|DJ Slugo|0||193.04444|74.985|-11.704|0.4|nan
Mort|Monique Morelli|0||136.07138|122.976|-16.558|0.2|nan
Lucindy|Curt Bois|0||153.52118|91.568|-22.377|0.12|0.0
Gabriel's Oboe (La Mision)|Carlos Nuñez|2007||179.64363|131.986|-10.375|0.38|0.33
No Matter How She Done It|Tampa Red|0|Smithville, GA|178.25914|109.961|-12.518|0.35|nan
Rhapsody In Blue (2003 Digital Remaster)|Semprini|0||517.0673|137.687|-18.993|0.0|nan
My Little Blue One|Cowboy Mouth|0||164.57098|85.268|-9.043|0.4|nan
Break Em|Ultra X|0||209.13587|101.458|-7.846|0.0|nan
Is This Legal|The Lord Henry|0|Texas|239.59465|142.991|-5.168|0.0|nan
Come On Home|Michael English|0||189.88363|123.29|-10.614|0.35|0.0
Near You|Floyd Cramer|1964|Samti, LA|117.4722|83.724|-16.438|0.41|0.0
Track BALLERINA GIRL|Antonio Koudele|0||195.5522|88.12|-14.773|0.0|nan
Diamonds From Sierra Leone|Kanye West|2005|Atlanta, GA|247.64036|81.53|-5.597|1.08|nan
The Drama (intro)|X-Ecutioners featuring Big Pun|0|New York, NY|65.72363|115.498|-14.843|0.42|nan
La Bambola|Los Iracundos|0||149.36771|125.717|-10.857|0.38|nan
On The Edge Of Forever|Mannheim Steamroller|0|Omaha, NE|277.65506|109.831|-19.196|0.65|nan
Brasil pandeiro|Mart'nália|0||242.59873|96.978|-7.956|0.37|0.0
Alone Together (Live Acoustic)|John Wesley|0|Brandon|166.03383|150.986|-13.554|0.45|nan
Soy Un Poco De Ti - Original|Yolandita Monge|0||181.49832|114.325|-11.095|0.35|nan
Rapaz De Bem|Sivuca|0|Itabaiana, Para�, Brazil|185.73016|181.239|-17.45|0.32|nan
Crazy Circles|Bad Company|1979|England|211.1473|194.283|-8.958|0.48|0.55
Hard Hitters|Dilated Peoples Featuring Black Thought|2001|Los Angeles, California|236.72118|87.326|-5.265|0.46|nan
Fica ma mi|Nichols|0|FRANCE|214.46485|167.941|-5.609|0.31|nan
Saca La Botella|Sonora Santanera|0||150.72608|94.257|-8.215|0.34|nan
Papa Don't Preach|Madonna|1986|Bay City, MI|269.58322|121.948|-3.579|0.66|0.73
Fortress|Tim Exile|2009||369.57995|110.0|-6.555|0.3|0.53
Start!|The Jam|1980|Woking, Surrey, England|147.64363|144.424|-12.793|0.55|nan
The Meantime|Phantom Planet|2004||209.34485|122.488|-4.507|0.54|nan
Die Meisten|Samy Deluxe|2001||235.98975|85.865|-7.557|0.39|0.62
Two Elegiac Melodies Op. 34: 2. The Last Spring|Sir Neville Marriner|0||296.80281|61.634|-21.254|0.35|0.59
Are You Happy (Album Version)|Drop Dead_ Gorgeous|2006|Denver, Colorado|96.10404|200.289|-3.973|0.52|nan
No Coward Soldier|The Jackson Southernaires|0|Mississippi|273.162|115.434|-11.718|0.31|nan
Akhan Nay Sharab|Pardesi|0||263.52281|90.811|-12.781|0.26|nan
Thats life|Sane Band|0||262.53016|148.071|-15.751|0.34|nan
11th Street|Open Hand|2000|Mass. - Boston|278.56934|156.581|-4.842|0.38|nan
Tre sonetti di Petrarca: III. I' vidi in terra angelici costumi - sonnet 156|Dennis O'Neill|0||377.75628|66.807|-27.905|0.0|nan
Too Far From The Tree|Angela Lashley|0|Tennessee|196.17914|97.79|-14.85|0.0|nan
It Takes A Village (To Raise A Nut) (Live)|Tim Wilson|0|Georgia|154.27873|92.755|-8.073|0.35|0.27
The Climb/Paranoia|The Pharcyde|2004|Los Angeles, CA|247.11791|161.853|-5.178|0.49|0.41
Collide|Howie Day|2003|Bangor, Maine|277.002|180.073|-12.316|0.55|nan
Need|Tyrone Wells|2005|California - LA|204.59057|159.9|-7.162|0.38|0.72
Baby's Got A Habit|Joe Lynn Turner|0||239.35955|122.414|-6.545|0.36|0.0
Creep Live Version|Maximilian Hecker|0||330.63138|70.784|-13.527|0.44|0.39
Dance Of Romance|Knack|0||215.64036|110.462|-7.742|0.44|0.26
Everyday|Phil Collins|1993|Chiswick, London, England|343.43138|94.705|-9.808|0.58|0.61
Stop!|Joe Bonamassa|2009||356.04853|85.401|-9.159|0.51|0.27
Nostalgia|Emilio Tuero|0||194.24608|140.354|-14.079|0.27|nan
Over The River|Bitty McLean|1995|Hawaii|216.21506|127.601|-10.172|0.39|0.21
Amour noir N 7|Michèle Bernard|2008||136.98567|64.958|-14.293|0.4|nan
Dale Darrell Waltrip Richard Petty Rusty Awesome Bill Irvin Gordon Earnhardt Smith...Johnson_ Jr. (Live)|Tim Wilson|0|Georgia|123.58485|169.428|-6.059|0.35|nan
Defend You (Album Version)|Silverstein|2005|Burlington, Ontario, Canada|208.16934|197.722|-2.14|0.61|0.82
Looking For A Kiss|Sex Pistols|1977||190.74567|133.6|-6.617|0.55|nan
Somewhere In Between|The Jackson Southernaires|0|Mississippi|338.12853|90.846|-11.685|0.31|nan
No Hay Manera|El Gran Combo De Puerto Rico|2006|HOUSTON, Texas|271.64689|192.417|-7.537|0.0|0.53
Baal's Hymn|David Bowie|1982|London, UK|243.06893|141.816|-10.502|0.59|0.27
In My Hood (Explicit Album Version)|Fabolous|2004|Brooklyn, NY|319.92118|90.086|-4.636|0.54|0.67
St Patrick's An Dro|Carlos Nuñez|2003||213.89016|162.442|-8.295|0.38|nan
God In My Bed|K's Choice|1998||183.09179|87.679|-14.469|0.45|nan
Novakane|Black Sheep|0|New York, NY [The Bronx]|247.30077|88.264|-4.931|0.47|nan
Alma_ Corazón Y Vida|Dyango|0|Massachusetts|248.16281|112.35|-6.785|0.35|nan
It Could Never Be You|Bonita|0|jakarta|288.57424|87.784|-10.656|0.43|nan
Holli Holi Nach Kuriye|Malkit Singh|2007||430.94159|56.886|-10.743|0.32|nan
2 + 2 = 5|Radiohead|2003|Oxford, UK|198.47791|149.492|-5.636|0.6|nan
My Baby (Feat. Kanye West)|Janet Jackson Featuring Kanye West|2004|Los Angeles &amp; New York|257.14893|191.406|-6.946|0.57|0.63
Fear The Sea|The Gathering|0||348.44689|131.502|-5.817|0.49|0.61
Beni Aglatma|Mustafa Sandal|0||202.9971|85.0|-11.772|0.41|0.46
Life|Ill Harmonics|0||71.99302|88.464|-15.686|0.36|nan
The Flight of the serpentarius|Bruno Sanfilippo|1991|Buenos Aires|291.082|146.008|-23.779|0.37|nan
Another Lover|The Last Vegas|2009|Normal, IL|237.11302|179.001|-3.492|0.46|0.56
The Last Man On Earth|Schoolyard Heroes|2007|Seattle, WA|202.00444|117.58|-12.826|0.37|0.46
Focus|DJ Isaac|0||497.13587|172.371|-5.839|0.46|nan
No Such Thing As Control (Album Version)|Beneath The Sky|2007|Cincinnati, OH|275.9571|84.159|-3.996|0.48|0.58
Cajun Baby (LP Version)|Commander Cody And His Lost Planet Airmen|1975||161.88036|166.531|-3.471|0.38|0.0
Village Dance|Vana|0|Pretoria|227.082|146.606|-9.527|0.33|0.0
Midnight Jump|Sunnyland Slim|1994|Vance, MS|246.04689|186.511|-18.679|0.33|0.27
Meeran Sad Laeen Je Toon|Faiz Ali Faiz|0||878.75873|89.3|-12.798|0.31|nan
Noche De Paz|SUMO|1987|New Hampshire|127.05914|105.434|-5.454|0.47|0.49
For My People|EPMD|1990|allentown Pennsylvania USA|188.31628|186.393|-10.553|0.45|0.49
Que Suene Mi Campana|Sonora Carruseles|2000||264.07138|80.672|-5.878|0.37|nan
Marching|The Zebras|2006||131.68281|151.199|-6.583|0.31|0.38
Respect This Hustle (Explicit Album Version)|T.I.|0|Atlanta, GA|266.84036|87.525|-4.919|0.87|0.61
Ring The Alarm|Naughty By Nature|1999|East Orange, NJ|236.95628|142.82|-6.774|0.46|0.46
You Don't Belong|Bad Religion|2002|Los Angeles, Ca|169.87383|166.864|-4.716|0.62|0.68
4 In The Morning|Gwen Stefani|2006||294.19057|124.517|-6.805|0.53|nan
Leaving The Docks|Zbigniew Preisner|1993||87.45751|120.234|-25.221|0.5|0.48
1001 Robots|Marco Beltrami|2004||256.39138|79.86|-18.41|0.38|nan
Floating|Moist|0|Vancouver, British Columbia, Cana|302.28853|104.989|-20.869|0.32|0.3
Just Don't Give A Fuck|Eminem|1998|St. Joseph, MO|242.62485|90.18|-2.198|0.88|0.74
The Urban Gospel|Shade Sheist / N.U.N.E. / King Arthur|0|Los Angeles, CA|262.3473|89.912|-7.673|0.35|0.0
Rumour (Abstract Hip Hop Mix)|bel canto|1996|Tromso, Norway|78.49751|106.936|-17.795|0.37|0.35
One More Time (Kennedy Center Homecoming Version)|The Katinas|0||159.26812|80.945|-10.599|0.44|0.0
Coral Fang (Album Version)|The Distillers|2003|L.A 	California, Estados Unidos |129.59302|95.075|-3.698|0.49|0.36
Rich Girl|Daryl Hall & John Oates|1976|Philadelphia, Pennsylvania|216.34567|178.825|-5.745|0.5|nan
See What Tomorrow Brings|Arc Angels|1992|Austin, TX|386.79465|125.787|-10.118|0.35|0.47
He Don't Care (He's Stoned)|Dan Hicks|0|Little Rock AK|159.9473|72.357|-32.535|0.38|0.0
Ela Edo Kardia Mou|Irini Merkouri|0||228.33587|155.979|-6.252|0.0|nan
18 De Noviembre|Maracaibo 15|0||171.98975|181.002|-8.002|0.31|0.3
Laakista humppa|Elakelaiset|1995||67.3171|116.338|-2.421|0.41|nan
The Second One|Remy Shand|2002||250.77506|177.963|-6.188|0.36|nan
Take It For Granted|Atomic Rooster|2005|United Kingdom|249.93914|119.981|-13.832|0.4|0.33
The Same Man (For Matthew)|Rachel Loy|0|Austin, TX|199.8624|72.211|-8.863|0.32|nan
Nothing (Album Version)|unloco|2001||163.86567|126.113|-5.653|0.4|0.69
Power Shower|Caspa|0|London|272.32608|93.382|-6.852|0.42|nan
Endless Winter|Earth|0|Georgia|525.47873|121.847|-8.575|0.46|0.22
Ladies And Thugs|DJ Quik|0|Compton CA|227.57832|94.393|-4.753|0.41|nan
Fucked|Less Than Jake|1995|Gainesville, FL|82.65098|192.239|-12.558|0.55|nan
Zephyrus|Bloc Party|2008|London, England|247.97995|160.26|-9.237|0.54|nan
Let Me Be the One|Hank Locklin|1995|McLellan, FL|150.282|116.279|-12.804|0.38|nan
Primal Forces|Megadrums|0||342.88281|72.677|-25.521|0.06|0.0
Wichita Lineman (LP Version)|Young-Holt Unlimited|1970|Chicago, IL|243.66975|98.072|-12.77|0.22|nan
Me Duele|Joe Lopez|2004|Texas|199.36608|161.979|-7.434|0.27|0.36
Accept Me|Harvey Averne|0||168.93342|81.311|-15.321|0.28|nan
"Piano Sonata No. 29 in B flat major Op. 106  ""Hammerklavier"" (2005 Digital Remaster): II.     Scherzo (Assai vivace) - Presto"|Solomon|0|New York|150.56934|68.742|-21.835|0.34|nan
Nothing To Hold Me|Jesus Jones|1990||201.16853|66.246|-13.419|0.42|0.46
Rick's Cafe|Christie Hennessy|0||246.15138|143.844|-10.23|0.32|nan
Palavras|Nana Caymmi|0||233.24689|99.133|-11.638|0.35|0.41
Coma|Aesop Rock|2001||236.64281|86.918|-8.025|0.48|0.63
For All We Know|Glen Ricks|0||215.74485|174.856|-10.635|0.26|nan
Blow-Up (Outtake)|Tomorrow|0||113.26649|156.957|-10.445|0.35|nan
Still a Fool|Groundhogs|1968||1023.86893|126.57|-13.806|0.42|0.56
Carre Cutia|Hélio Ziskind|0||148.50567|118.027|-12.802|0.0|nan
I'll Be Around|Frank Ifield|0|Coventry, England|151.71873|109.402|-9.64|0.36|nan
Glow|King Swamp|0||341.002|172.054|-14.656|0.25|nan
Tercer Mundo|Fito Paez|1990||284.26404|97.865|-7.107|0.46|0.45
Getting Old Sucks (Album Version)|Bill Engvall|0|Galveston, TX|132.96281|80.162|-12.451|0.45|0.0
The Wedding|Brian Dullaghan|0||147.80036|99.863|-14.908|0.15|nan
Keep Hope Alive|The Crystal Method|1995|Los Angeles CA|341.08036|188.018|-9.276|0.56|0.76
La Medalla|Los Chunguitos|2001||215.32689|103.886|-5.55|0.37|nan
Viralo Al Reves|Johnny Pacheco|0|Santiago de los Caballeros, Domin|334.52363|107.329|-10.401|0.34|0.34
Watched By An Angel|Bob Carlisle|0||274.54649|85.979|-7.484|0.39|0.0
Judge Harsh Blues (Tk. 1)|Furry Lewis|0|Greenwood, MS|151.97995|123.111|-15.39|0.37|nan
"Theme From ""Come September"" (LP Version)"|Bobby Darin|2003|New York, NY [The Bronx]|155.6371|108.462|-15.437|0.47|0.38
I'm Glad|Jennifer Lopez|2002|The Bronx, New York|224.39138|93.95|-5.229|0.56|nan
Chanson Populaire|Vincent Baguian|0||167.65342|88.24|-8.131|0.37|nan
One Love|David Rose & His Orchestra|2004||179.98322|84.688|-16.877|0.31|0.0
Carolyn & Barnabas|Dark Shadows|0|AUSTRALIA|79.80363|158.389|-22.356|0.24|nan
Ma vie n'est pas la tienne (album)|Najoua Belyzel|2009|Nancy|237.71383|112.965|-7.881|0.0|0.47
Singing  Bowls_Saxophone & Voice|Jane Winther|0||329.42975|76.009|-21.207|0.35|nan
Famous One|Seventh Day Slumber|2009||265.82159|118.62|-5.742|0.51|0.64
Min Xechnas (Forse)|Dakis|0||186.87955|137.289|-10.836|0.0|nan
Best In LA|Marc Shaiman|2008||81.18812|69.919|-25.359|0.38|nan
The Sound From There|Norman Howard|0|NY - New York City|417.48853|53.354|-21.69|0.0|0.0
La Bruja Chafa|Bobby Pulido|1999|Edinburg, TX|182.80444|179.318|-9.039|0.43|0.0
La Valse De La Cour (BOF Mayerling)|Francis Lai|0||183.92771|63.991|-10.976|0.37|0.0
Splitting The Seconds|Nightswimmer|0||279.19628|119.885|-10.78|0.0|nan
Goin' To The River|Alice Cooper|1982|Detroit, MI|210.54649|140.456|-10.992|0.61|nan
Shout For Joy  (Celtic Psalms Album Version)|Eden's Bridge|0||170.73587|90.121|-13.316|0.35|0.0
Locked Away|The Gathering|0||203.49342|91.003|-7.913|0.49|0.61
Sing Me Softly of the Blues|Richard Galliano_ Jean-Charles Capon_ Gilles Perrin|0|Le Cannet, France|347.6371|103.69|-19.34|0.42|nan
Here We Go Again|H-Town|0|Houston|238.94159|99.81|-9.911|0.4|0.64
The Benevolent Path|Vulture Industries|2007|Bergen|379.29751|100.078|-3.738|0.46|nan
Voyage to eternal Life|Astarte|1998|Athens, Greece|568.78975|128.518|-5.408|0.35|nan
Come On (Sessions@AOL Version)|Ben Jelen|0|Scotland|219.61098|136.217|-12.301|0.38|0.21
Tear It Up (LP Version)|Michael McDonald|0|St. Louis, MO|267.83302|170.192|-8.358|0.56|nan
Forget Me Knots (Bailey Remix)|Roni Size|0|Bristol, England|397.08689|87.351|-5.456|0.48|0.22
If I Couldn't Hold Back The Dawn|Carl Smith|0||156.55138|134.539|-22.359|0.35|0.0
Again (Instrumental)|Janet Jackson|1993|Los Angeles &amp; New York|232.202|130.229|-17.938|0.57|0.23
Radioland|The Cate Brothers|0|Fayetteville, AR|273.8673|113.557|-9.958|0.19|nan
Los Tres Glopes / The Three Beats (danza)|Cachao|0|Havana, Cuba|84.94975|81.24|-17.346|0.4|nan
Anything For My Baby|Kiss|0|New York, NY|154.40934|139.706|-6.609|0.59|0.6
Tango|Charly Garcia|2003||162.71628|126.948|-10.257|0.44|0.4
Lovely Day|Lit|1999|Orange County, CA|246.80444|135.021|-3.93|0.49|0.72
Fields Of Athenry|The Shamrock Singers|0||273.29261|114.276|-17.805|0.15|0.2
Explode|The Cardigans|1998|J�ping, Sweden|274.05016|124.013|-6.848|0.53|nan
I See The Light (2002 Digital Remaster)|Music Explosion|0|Mansfield, OH|155.11465|124.595|-11.459|0.32|0.41
When It Stings|Pictures of Then|2009|Minnesota|182.83057|163.959|-6.865|0.27|nan
New Love|Ziggy Marley And The Melody Makers|0||261.27628|129.393|-13.817|0.54|nan
Hindsight|Call To Preserve|2008|Rockledge, Florida|44.30322|208.167|-2.03|0.42|0.5
Com Una Flama|Ai Ai Ai|1994||253.98812|91.97|-12.896|0.26|nan
I'm Your Money (12'' Extended Version) (2006 Digital Remaster)|Heaven 17|1981|London, England|311.43138|122.267|-9.796|0.46|nan
End Of The Beginning|30 Seconds To Mars|2002|Los Angeles, CA|277.28934|98.507|-5.64|0.68|0.79
Black Connect 3|Camp Lo|2009|New York, NY [Bronx]|267.17995|111.81|-10.481|0.45|0.4
Jubilation T. Cornpone|Shelly Manne|0|New York, NY|190.74567|125.693|-16.39|0.0|0.24
Life's Blood|Eighteen Visions|1997|Orange County, CA|171.12771|109.44|-6.076|0.44|nan
Lookin' for My Baby|Little Milton|1994|Inverness, MS|175.82975|110.3|-11.798|0.39|nan
Slow And Low|RUN-DMC|1985||266.21342|163.881|-7.663|0.61|nan
Lift Jesus Up|The Jackson Southernaires|0|Mississippi|235.36281|103.916|-8.922|0.31|nan
The Harbour|Dario Marianelli|2007||227.99628|126.615|-22.074|0.41|0.36
Dio Nisia|Giorgos Sabanis|0||247.66649|116.024|-9.305|0.24|nan
The Way Of Love (West Coast Diaries Vol. 1 Album Version)|Charlie Peacock|0||227.60444|114.216|-10.459|0.38|0.0
L'idole des femmes|Pierre Perret|1994||143.46404|112.032|-8.649|0.35|nan
La Rosa|Bobby Pulido|1996|Edinburg, TX|187.97669|196.681|-8.429|0.43|nan
All Or Nothing  (Wonderful World Album Version)|Chris Eaton|0|California|287.65995|100.811|-12.178|0.33|nan
Kicking And Screaming|Funeral For A Friend|2008|Wales|205.16526|134.009|-3.862|0.59|0.35
Toda Mi Vida|Jay Pérez|0||201.32526|201.21|-6.645|0.39|0.0
Terraplane Blues|Scott Ainslie|0|Vermont|208.1171|103.829|-11.703|0.23|0.25
Emerald|Bedrock|2004|Detroit|501.86404|129.988|-14.442|0.39|nan
To Pouli|Angela Dimitriou|0||78.70649|111.661|-6.072|0.0|nan
Sou Vazo Diskola|Natassa Theodoridou|0||209.99791|139.423|-5.993|0.3|nan
Heartbreaker|Free|1972||229.56363|165.904|-11.68|0.25|nan
Goody Goody|Charlie Byrd Trio|0||232.93342|173.828|-19.664|0.18|nan
Karma|Alicia Keys|2003|Harlem, New York|255.99955|113.485|-6.155|0.78|0.72
Yo Quiero Contigo|Baby Rasta & Gringo|0||167.36608|122.701|-8.383|0.36|nan
This Is A Stick Up|Ghetto Mafia|0|Atlanta, GA|286.37995|90.049|-9.383|0.0|nan
Vankina vapauden|Markus|0|Kentucky|189.36118|97.103|-10.819|0.34|nan
Money Blues|Joanna Connor|0|Brooklyn, NY|243.66975|92.471|-5.955|0.33|0.27
100 Club 1996 ''We Love You Beatles'' - Live|Sex Pistols|0||88.73751|190.333|-11.229|0.55|nan
Pete's Crusade|Light Of The World|1980|London, England|247.74485|120.444|-13.546|0.37|nan
Baby_ It's Gonna Cost You|Frenchy|0||197.90322|85.515|-9.241|0.31|0.0
deine liebe|[kaleidoskop]|0||320.522|144.463|-6.083|0.31|nan
Mohair Locker Room Pin-Up Boys|Adam Ant|1998|London, England|226.5073|82.048|-12.108|0.45|nan
Rakkahin -Be My Love-|Virtuoso|0|Louisiana|155.11465|123.869|-9.009|0.4|nan
Enslaved By Propaganda|Total Fucking Destruction|2007|Pennsylvania|132.17914|178.249|-5.021|0.44|nan
Kaliforn-Eye-A (Feat. Mike Muir)|P.o.d|0||267.80689|96.98|-4.96|0.53|0.6
Firestarter|The Prodigy|1996|Braintree, Essex, England|225.09669|94.234|-6.504|0.6|0.83
Testify|Phil Collins|2002|Chiswick, London, England|392.82893|85.083|-5.295|0.58|nan
Human Being (1972 demo)|New York Dolls|0|New York, NY|354.01098|131.348|-12.507|0.48|0.0
Rülpsen Sie Eine Hauptstadt|Tresenlesen|1995||513.61914|111.756|-9.31|0.22|0.0
I Will Call Upon the Lord|Bill Murk|0||109.322|149.972|-8.244|0.0|nan
Doodlin'|Kai Winding|1961|Aarhus, Denmark|212.92363|112.222|-15.237|0.32|0.33
Open Arms|Gary Go|2009||217.86077|159.164|-4.182|0.45|nan
Wouldn't Last a Weeg|The Weegs|0|California - SF|171.57179|87.735|-6.753|0.0|0.0
Stampede|He Is Legend|2006|Wilmington, NC|207.12444|97.969|-6.808|0.51|nan
Tune In|Cutting Edge|0|California - LA|358.71302|83.066|-12.835|0.35|nan
Hermitage|Pat Metheny|1979|Lee's Summit, MO|338.02404|103.562|-26.862|0.46|0.57
